Year-Quarter,State,Year,Month,TelehealthType,ServiceCount,RatePer1000Beneficiaries
2021-1,Colorado,2021,2,Live audio/video," 167,999 ",110.4
2021-1,Colorado,2021,3,Live audio/video," 182,116 ",118.7
2021-2,Colorado,2021,4,Live audio/video," 161,022 ",104.2
2021-2,Colorado,2021,5,Live audio/video," 134,580 ",86.5
2021-2,Colorado,2021,6,Live audio/video," 135,762 ",86.6
2021-3,Colorado,2021,7,Live audio/video," 130,291 ",82.6
2021-3,Colorado,2021,8,Live audio/video," 129,345 ",81.4
2021-3,Colorado,2021,9,Live audio/video," 127,225 ",79.6
2021-4,Colorado,2021,10,Live audio/video," 112,182 ",69.7
2021-4,Colorado,2021,10,Remote patient monitoring, 869 ,0.5
2021-4,Colorado,2021,11,Live audio/video," 132,389 ",81.7
2021-4,Colorado,2021,11,Remote patient monitoring, 817 ,0.5
2021-4,Colorado,2021,12,Live audio/video," 136,793 ",83.8
2022-1,Colorado,2022,1,Live audio/video," 155,165 ",96.0
2022-1,Colorado,2022,1,Remote patient monitoring, 986 ,0.6
2022-1,Colorado,2022,1,Store and forward, 729 ,0.5
2022-1,Colorado,2022,2,Live audio/video," 136,734 ",84.3
2022-1,Colorado,2022,2,Store and forward, 782 ,0.5
2022-1,Colorado,2022,3,Live audio/video," 138,235 ",84.7
2022-2,Colorado,2022,4,Live audio/video," 103,381 ",63.0
2022-2,Colorado,2022,5,Live audio/video," 103,937 ",63.0
2022-2,Colorado,2022,6,Live audio/video," 97,157 ",58.6
2022-3,Colorado,2022,7,Live audio/video," 80,274 ",47.3
2022-3,Colorado,2022,8,Live audio/video," 92,274 ",53.8
2022-3,Colorado,2022,9,Live audio/video," 86,619 ",50.1
2022-4,Colorado,2022,10,Live audio/video," 92,607 ",53.2
2022-4,Colorado,2022,11,Live audio/video," 99,011 ",56.3
2022-4,Colorado,2022,12,Live audio/video," 94,081 ",53.0
2020-1,Connecticut,2020,3,Live audio/video," 92,146 ",92.9
2020-1,Connecticut,2020,3,Other telehealth," 1,022 ",1.0
2020-2,Connecticut,2020,4,Live audio/video," 345,319 ",343.4
2020-2,Connecticut,2020,4,Other telehealth," 2,461 ",2.4
2020-2,Connecticut,2020,4,Store and forward, 900 ,0.9
2020-2,Connecticut,2020,5,Live audio/video," 331,992 ",328.2
2020-2,Connecticut,2020,5,Other telehealth," 1,002 ",1.0
2020-2,Connecticut,2020,5,Store and forward, 571 ,0.6
2020-2,Connecticut,2020,6,Live audio/video," 291,700 ",286.5
2020-2,Connecticut,2020,6,Other telehealth, 637 ,0.6
2020-2,Connecticut,2020,6,Store and forward, 488 ,0.5
2020-3,Connecticut,2020,7,Live audio/video," 250,681 ",244.8
2020-3,Connecticut,2020,8,Live audio/video," 212,815 ",206.1
2020-3,Connecticut,2020,9,Live audio/video," 227,356 ",217.8
2020-4,Connecticut,2020,10,Live audio/video," 244,678 ",232.0
2020-4,Connecticut,2020,11,Live audio/video," 238,941 ",223.7
2020-4,Connecticut,2020,12,Live audio/video," 269,285 ",248.7
2021-1,Connecticut,2021,1,Live audio/video," 254,502 ",232.9
2021-1,Connecticut,2021,2,Live audio/video," 237,490 ",216.1
2021-1,Connecticut,2021,3,Live audio/video," 258,666 ",233.7
2021-2,Connecticut,2021,4,Live audio/video," 215,594 ",193.6
2021-2,Connecticut,2021,5,Live audio/video," 189,996 ",169.7
2021-2,Connecticut,2021,6,Live audio/video," 174,723 ",155.0
2021-3,Connecticut,2021,7,Live audio/video," 148,389 ",130.8
2021-3,Connecticut,2021,8,Live audio/video," 148,362 ",129.7
2021-3,Connecticut,2021,9,Live audio/video," 149,356 ",129.8
2021-4,Connecticut,2021,10,Live audio/video," 143,836 ",124.3
2021-4,Connecticut,2021,11,Live audio/video," 143,539 ",123.1
2021-4,Connecticut,2021,12,Live audio/video," 153,889 ",130.8
2022-1,Connecticut,2022,1,Live audio/video," 203,717 ",172.1
2022-1,Connecticut,2022,2,Live audio/video," 159,019 ",133.9
2022-1,Connecticut,2022,3,Live audio/video," 168,986 ",141.5
2022-2,Connecticut,2022,4,Live audio/video," 144,020 ",120.1
2022-2,Connecticut,2022,5,Live audio/video," 149,495 ",124.0
2022-2,Connecticut,2022,5,Remote patient monitoring, 627 ,0.5
2022-2,Connecticut,2022,6,Live audio/video," 142,866 ",118.1
2022-2,Connecticut,2022,6,Remote patient monitoring, 650 ,0.5
2022-3,Connecticut,2022,7,Live audio/video," 127,242 ",104.6
2022-3,Connecticut,2022,7,Remote patient monitoring, 605 ,0.5
2022-3,Connecticut,2022,8,Live audio/video," 140,219 ",114.5
2022-3,Connecticut,2022,8,Remote patient monitoring, 647 ,0.5
2022-3,Connecticut,2022,9,Live audio/video," 133,608 ",108.6
2022-3,Connecticut,2022,9,Remote patient monitoring, 699 ,0.6
2022-4,Connecticut,2022,10,Live audio/video," 134,138 ",108.4
2022-4,Connecticut,2022,10,Remote patient monitoring, 675 ,0.5
2022-4,Connecticut,2022,11,Live audio/video," 136,333 ",109.3
2022-4,Connecticut,2022,11,Remote patient monitoring, 640 ,0.5
2022-4,Connecticut,2022,12,Live audio/video," 133,337 ",107.1
2022-4,Connecticut,2022,12,Remote patient monitoring, 629 ,0.5
2018-1,Delaware,2018,1,Live audio/video, 969 ,3.9
2018-1,Delaware,2018,2,Live audio/video," 1,080 ",4.3
2018-1,Delaware,2018,3,Live audio/video," 1,002 ",4.0
2018-2,Delaware,2018,4,Live audio/video," 1,026 ",4.1
2018-2,Delaware,2018,5,Live audio/video," 1,115 ",4.5
2018-2,Delaware,2018,6,Live audio/video," 1,063 ",4.3
2018-3,Delaware,2018,7,Live audio/video," 1,121 ",4.5
2018-3,Delaware,2018,8,Live audio/video," 1,188 ",4.8
2018-3,Delaware,2018,9,Live audio/video," 1,286 ",5.2
2018-4,Delaware,2018,10,Live audio/video," 1,496 ",6.0
2018-4,Delaware,2018,11,Live audio/video," 1,324 ",5.3
2018-4,Delaware,2018,12,Live audio/video," 1,213 ",4.9
2019-1,Delaware,2019,1,Live audio/video," 1,865 ",7.5
2019-1,Delaware,2019,2,Live audio/video," 1,854 ",7.4
2019-1,Delaware,2019,3,Live audio/video," 1,814 ",7.3
2019-2,Delaware,2019,4,Live audio/video," 1,694 ",6.8
2019-2,Delaware,2019,5,Live audio/video," 1,785 ",7.2
2019-2,Delaware,2019,6,Live audio/video, 965 ,3.9
2019-3,Delaware,2019,7,Live audio/video, 786 ,3.2
2019-3,Delaware,2019,8,Live audio/video," 1,210 ",4.9
2019-3,Delaware,2019,9,Live audio/video," 1,461 ",5.9
2019-4,Delaware,2019,10,Live audio/video," 1,532 ",6.2
2019-4,Delaware,2019,11,Live audio/video," 1,414 ",5.7
2019-4,Delaware,2019,12,Live audio/video," 1,577 ",6.3
2020-1,Delaware,2020,1,Live audio/video," 1,405 ",5.6
2020-1,Delaware,2020,2,Live audio/video," 1,324 ",5.3
2020-1,Delaware,2020,3,Live audio/video," 13,238 ",53.0
2020-1,Delaware,2020,3,Store and forward, 673 ,2.7
2020-2,Delaware,2020,4,Live audio/video," 52,007 ",205.8
2020-2,Delaware,2020,4,Other telehealth, 122 ,0.5
2020-2,Delaware,2020,4,Store and forward," 1,273 ",5.0
2020-2,Delaware,2020,5,Live audio/video," 55,559 ",217.6
2020-2,Delaware,2020,5,Store and forward," 1,492 ",5.8
2020-2,Delaware,2020,6,Live audio/video," 51,932 ",201.5
2020-2,Delaware,2020,6,Store and forward," 3,290 ",12.8
2020-3,Delaware,2020,7,Live audio/video," 46,420 ",178.1
2020-3,Delaware,2020,7,Store and forward," 4,197 ",16.1
2020-3,Delaware,2020,8,Live audio/video," 41,069 ",155.9
2020-3,Delaware,2020,8,Store and forward," 4,050 ",15.4
2020-3,Delaware,2020,9,Live audio/video," 40,432 ",152.2
2020-3,Delaware,2020,9,Store and forward," 3,865 ",14.5
2020-4,Delaware,2020,10,Live audio/video," 41,690 ",155.4
2020-4,Delaware,2020,10,Store and forward," 4,547 ",17.0
2020-4,Delaware,2020,11,Live audio/video," 38,062 ",140.4
2020-4,Delaware,2020,11,Store and forward," 4,116 ",15.2
2020-4,Delaware,2020,12,Live audio/video," 45,543 ",165.9
2020-4,Delaware,2020,12,Store and forward," 4,740 ",17.3
2021-1,Delaware,2021,1,Live audio/video," 45,255 ",163.7
2021-1,Delaware,2021,1,Store and forward," 4,760 ",17.2
2021-1,Delaware,2021,2,Live audio/video," 44,491 ",159.9
2021-1,Delaware,2021,2,Store and forward," 4,822 ",17.3
2021-1,Delaware,2021,3,Live audio/video," 43,506 ",155.2
2021-1,Delaware,2021,3,Store and forward," 1,595 ",5.7
2021-2,Delaware,2021,4,Live audio/video," 38,161 ",135.1
2021-2,Delaware,2021,4,Store and forward," 1,390 ",4.9
2021-2,Delaware,2021,5,Live audio/video," 32,358 ",113.9
2021-2,Delaware,2021,5,Store and forward," 1,082 ",3.8
2021-2,Delaware,2021,6,Live audio/video," 32,299 ",112.9
2021-2,Delaware,2021,6,Store and forward," 1,108 ",3.9
2021-3,Delaware,2021,7,Live audio/video," 27,861 ",96.6
2021-3,Delaware,2021,7,Store and forward, 861 ,3.0
2021-3,Delaware,2021,8,Live audio/video," 28,318 ",97.3
2021-3,Delaware,2021,8,Store and forward, 848 ,2.9
2021-3,Delaware,2021,9,Live audio/video," 28,754 ",98.3
2021-3,Delaware,2021,9,Store and forward, 816 ,2.8
2021-4,Delaware,2021,10,Live audio/video," 27,185 ",92.5
2021-4,Delaware,2021,10,Store and forward, 689 ,2.3
2021-4,Delaware,2021,11,Live audio/video," 27,717 ",93.7
2021-4,Delaware,2021,11,Store and forward, 877 ,3.0
2021-4,Delaware,2021,12,Live audio/video," 28,349 ",95.8
2021-4,Delaware,2021,12,Store and forward," 1,083 ",3.7
2022-1,Delaware,2022,1,Live audio/video," 35,323 ",118.3
2022-1,Delaware,2022,1,Store and forward," 1,306 ",4.4
2022-1,Delaware,2022,2,Live audio/video," 29,894 ",99.7
2022-1,Delaware,2022,2,Remote patient monitoring, 169 ,0.6
2022-1,Delaware,2022,2,Store and forward," 1,225 ",4.1
2022-1,Delaware,2022,3,Live audio/video," 31,669 ",105.1
2022-1,Delaware,2022,3,Remote patient monitoring, 234 ,0.8
2022-1,Delaware,2022,3,Store and forward," 1,223 ",4.1
2022-2,Delaware,2022,4,Live audio/video," 27,716 ",91.4
2022-2,Delaware,2022,4,Remote patient monitoring, 188 ,0.6
2022-2,Delaware,2022,4,Store and forward," 1,024 ",3.4
2022-2,Delaware,2022,5,Live audio/video," 28,517 ",93.5
2022-2,Delaware,2022,5,Remote patient monitoring, 249 ,0.8
2022-2,Delaware,2022,5,Store and forward," 1,199 ",3.9
2022-2,Delaware,2022,6,Live audio/video," 26,905 ",87.7
2022-2,Delaware,2022,6,Remote patient monitoring, 255 ,0.8
2022-2,Delaware,2022,6,Store and forward, 789 ,2.6
2022-3,Delaware,2022,7,Live audio/video," 23,774 ",77.0
2022-3,Delaware,2022,7,Remote patient monitoring, 384 ,1.2
2022-3,Delaware,2022,7,Store and forward, 689 ,2.2
2022-3,Delaware,2022,8,Live audio/video," 26,504 ",85.2
2022-3,Delaware,2022,8,Remote patient monitoring, 762 ,2.4
2022-3,Delaware,2022,8,Store and forward, 754 ,2.4
2022-3,Delaware,2022,9,Live audio/video," 23,961 ",76.5
2022-3,Delaware,2022,9,Remote patient monitoring, 593 ,1.9
2022-3,Delaware,2022,9,Store and forward, 550 ,1.8
2022-4,Delaware,2022,10,Live audio/video," 23,839 ",75.7
2022-4,Delaware,2022,10,Remote patient monitoring, 916 ,2.9
2022-4,Delaware,2022,10,Store and forward, 442 ,1.4
2022-4,Delaware,2022,11,Live audio/video," 23,930 ",75.5
2022-4,Delaware,2022,11,Remote patient monitoring, 969 ,3.1
2022-4,Delaware,2022,11,Store and forward, 379 ,1.2
2022-4,Delaware,2022,12,Live audio/video," 22,276 ",69.7
2022-4,Delaware,2022,12,Remote patient monitoring," 1,028 ",3.2
2022-4,Delaware,2022,12,Store and forward, 381 ,1.2
2018-1,District of Columbia,2018,1,Live audio/video, 598 ,2.2
2018-1,District of Columbia,2018,2,Live audio/video, 562 ,2.1
2018-1,District of Columbia,2018,3,Live audio/video, 658 ,2.5
2018-2,District of Columbia,2018,4,Live audio/video, 601 ,2.3
2018-2,District of Columbia,2018,5,Live audio/video, 613 ,2.3
2018-2,District of Columbia,2018,6,Live audio/video, 695 ,2.6
2018-3,District of Columbia,2018,7,Live audio/video, 627 ,2.4
2018-3,District of Columbia,2018,8,Live audio/video, 813 ,3.1
2018-3,District of Columbia,2018,9,Live audio/video, 632 ,2.4
2018-4,District of Columbia,2018,10,Live audio/video, 744 ,2.8
2018-4,District of Columbia,2018,11,Live audio/video, 688 ,2.6
2018-4,District of Columbia,2018,12,Live audio/video, 641 ,2.4
2019-1,District of Columbia,2019,1,Live audio/video, 768 ,2.9
2019-1,District of Columbia,2019,2,Live audio/video, 655 ,2.5
2019-1,District of Columbia,2019,3,Live audio/video, 839 ,3.2
2019-2,District of Columbia,2019,4,Live audio/video," 1,023 ",3.8
2019-2,District of Columbia,2019,5,Live audio/video," 1,131 ",4.3
2019-2,District of Columbia,2019,6,Live audio/video," 1,093 ",4.1
2019-3,District of Columbia,2019,7,Live audio/video," 1,211 ",4.5
2019-3,District of Columbia,2019,8,Live audio/video," 1,304 ",4.9
2019-3,District of Columbia,2019,9,Live audio/video," 1,301 ",4.9
2019-4,District of Columbia,2019,10,Live audio/video," 1,569 ",5.9
2019-4,District of Columbia,2019,11,Live audio/video," 1,334 ",5.0
2019-4,District of Columbia,2019,12,Live audio/video," 1,455 ",5.5
2020-1,District of Columbia,2020,1,Live audio/video," 1,670 ",6.3
2020-1,District of Columbia,2020,2,Live audio/video," 1,561 ",6.1
2020-1,District of Columbia,2020,3,Live audio/video," 23,849 ",93.2
2020-2,District of Columbia,2020,4,Live audio/video," 100,641 ",388.6
2020-2,District of Columbia,2020,5,Live audio/video," 104,767 ",401.3
2020-2,District of Columbia,2020,6,Live audio/video," 102,560 ",389.3
2020-3,District of Columbia,2020,7,Live audio/video," 100,299 ",377.6
2020-3,District of Columbia,2020,8,Live audio/video," 95,599 ",357.0
2020-3,District of Columbia,2020,9,Live audio/video," 104,273 ",386.4
2020-4,District of Columbia,2020,10,Live audio/video," 112,007 ",412.0
2020-4,District of Columbia,2020,11,Live audio/video," 110,822 ",404.9
2020-4,District of Columbia,2020,12,Live audio/video," 123,441 ",447.4
2021-1,District of Columbia,2021,1,Live audio/video," 121,602 ",438.1
2021-1,District of Columbia,2021,2,Live audio/video," 123,708 ",444.3
2021-1,District of Columbia,2021,3,Live audio/video," 135,008 ",482.7
2021-2,District of Columbia,2021,4,Live audio/video," 121,525 ",432.7
2021-2,District of Columbia,2021,5,Live audio/video," 117,299 ",415.9
2021-2,District of Columbia,2021,6,Live audio/video," 112,659 ",397.4
2021-3,District of Columbia,2021,7,Live audio/video," 104,408 ",366.4
2021-3,District of Columbia,2021,8,Live audio/video," 104,449 ",365.0
2021-3,District of Columbia,2021,9,Live audio/video," 104,326 ",363.0
2021-4,District of Columbia,2021,10,Live audio/video," 108,228 ",375.2
2021-4,District of Columbia,2021,11,Live audio/video," 107,942 ",372.9
2021-4,District of Columbia,2021,12,Live audio/video," 110,457 ",379.8
2022-1,District of Columbia,2022,1,Live audio/video," 123,874 ",423.2
2022-1,District of Columbia,2022,2,Live audio/video," 110,517 ",376.1
2022-1,District of Columbia,2022,3,Live audio/video," 125,330 ",424.5
2022-2,District of Columbia,2022,4,Live audio/video," 117,311 ",395.7
2022-2,District of Columbia,2022,5,Live audio/video," 120,096 ",403.1
2022-2,District of Columbia,2022,6,Live audio/video," 121,626 ",406.4
2022-3,District of Columbia,2022,7,Live audio/video," 122,570 ",408.1
2022-3,District of Columbia,2022,8,Live audio/video," 131,123 ",434.4
2022-3,District of Columbia,2022,9,Live audio/video," 127,025 ",419.1
2022-4,District of Columbia,2022,10,Live audio/video," 135,174 ",444.5
2022-4,District of Columbia,2022,11,Live audio/video," 134,387 ",440.3
2022-4,District of Columbia,2022,12,Live audio/video," 136,020 ",443.6
2019-1,Florida,2019,1,Live audio/video," 4,688 ",1.0
2019-1,Florida,2019,2,Live audio/video," 5,634 ",1.2
2019-1,Florida,2019,3,Live audio/video," 6,255 ",1.3
2019-2,Florida,2019,4,Live audio/video," 6,707 ",1.4
2019-2,Florida,2019,5,Live audio/video," 7,314 ",1.5
2019-2,Florida,2019,6,Live audio/video," 7,015 ",1.5
2019-3,Florida,2019,7,Live audio/video," 8,466 ",1.8
2019-3,Florida,2019,8,Live audio/video," 9,077 ",1.9
2019-3,Florida,2019,9,Live audio/video," 10,002 ",2.1
2019-4,Florida,2019,10,Live audio/video," 11,710 ",2.5
2019-4,Florida,2019,11,Live audio/video," 10,840 ",2.3
2019-4,Florida,2019,12,Live audio/video," 10,991 ",2.3
2020-1,Florida,2020,1,Live audio/video," 12,631 ",2.7
2020-1,Florida,2020,2,Live audio/video," 13,280 ",2.8
2020-1,Florida,2020,3,Live audio/video," 121,942 ",25.9
2020-2,Florida,2020,4,Live audio/video," 504,716 ",106.2
2020-2,Florida,2020,4,Other telehealth," 3,374 ",0.7
2020-2,Florida,2020,5,Live audio/video," 473,544 ",98.9
2020-2,Florida,2020,6,Live audio/video," 438,080 ",90.8
2020-3,Florida,2020,7,Live audio/video," 486,317 ",100.2
2020-3,Florida,2020,8,Live audio/video," 480,729 ",98.4
2020-3,Florida,2020,9,Live audio/video," 487,601 ",99.2
2020-4,Florida,2020,10,Live audio/video," 489,002 ",98.9
2020-4,Florida,2020,11,Live audio/video," 454,986 ",91.4
2020-4,Florida,2020,12,Live audio/video," 463,438 ",92.5
2021-1,Florida,2021,1,Live audio/video," 438,140 ",86.9
2021-1,Florida,2021,2,Live audio/video," 434,213 ",85.7
2021-1,Florida,2021,3,Live audio/video," 476,255 ",93.3
2021-2,Florida,2021,4,Live audio/video," 439,937 ",85.8
2021-2,Florida,2021,5,Live audio/video," 388,461 ",75.3
2021-2,Florida,2021,6,Live audio/video," 387,972 ",74.8
2021-3,Florida,2021,7,Live audio/video," 312,449 ",59.9
2021-3,Florida,2021,8,Live audio/video," 339,068 ",64.9
2021-3,Florida,2021,9,Live audio/video," 322,681 ",61.4
2021-4,Florida,2021,10,Live audio/video," 300,930 ",57.0
2021-4,Florida,2021,11,Live audio/video," 292,809 ",55.2
2021-4,Florida,2021,12,Live audio/video," 287,377 ",53.9
2022-1,Florida,2022,1,Live audio/video," 335,029 ",62.0
2022-1,Florida,2022,2,Live audio/video," 286,133 ",52.7
2022-1,Florida,2022,3,Live audio/video," 285,992 ",52.3
2022-2,Florida,2022,4,Live audio/video," 257,045 ",46.7
2022-2,Florida,2022,5,Live audio/video," 269,976 ",48.7
2022-2,Florida,2022,6,Live audio/video," 280,324 ",50.2
2022-3,Florida,2022,7,Live audio/video," 211,963 ",37.7
2022-3,Florida,2022,8,Live audio/video," 233,494 ",41.2
2022-3,Florida,2022,9,Live audio/video," 234,676 ",41.2
2022-4,Florida,2022,10,Live audio/video," 250,600 ",43.6
2022-4,Florida,2022,11,Live audio/video," 261,048 ",45.1
2022-4,Florida,2022,12,Live audio/video," 256,846 ",44.0
2018-1,Georgia,2018,1,Live audio/video," 5,492 ",2.5
2018-1,Georgia,2018,2,Live audio/video," 5,331 ",2.5
2018-1,Georgia,2018,3,Live audio/video," 5,828 ",2.7
2018-2,Georgia,2018,4,Live audio/video," 5,622 ",2.6
2018-2,Georgia,2018,5,Live audio/video," 6,068 ",2.8
2018-2,Georgia,2018,6,Live audio/video," 5,431 ",2.5
2018-3,Georgia,2018,7,Live audio/video," 5,369 ",2.5
2018-3,Georgia,2018,8,Live audio/video," 6,505 ",3.0
2018-3,Georgia,2018,9,Live audio/video," 5,707 ",2.7
2018-4,Georgia,2018,10,Live audio/video," 6,127 ",2.8
2018-4,Georgia,2018,11,Live audio/video," 5,926 ",2.7
2018-4,Georgia,2018,12,Live audio/video," 5,262 ",2.4
2019-1,Georgia,2019,1,Live audio/video," 6,820 ",3.1
2019-1,Georgia,2019,2,Live audio/video," 5,987 ",2.7
2019-1,Georgia,2019,3,Live audio/video," 6,864 ",3.1
2019-2,Georgia,2019,4,Live audio/video," 6,784 ",3.1
2019-2,Georgia,2019,5,Live audio/video," 6,629 ",3.0
2019-2,Georgia,2019,6,Live audio/video," 5,868 ",2.7
2019-3,Georgia,2019,7,Live audio/video," 6,423 ",2.9
2019-3,Georgia,2019,8,Live audio/video," 6,971 ",3.2
2019-3,Georgia,2019,9,Live audio/video," 7,044 ",3.2
2019-4,Georgia,2019,10,Live audio/video," 8,616 ",3.9
2019-4,Georgia,2019,11,Live audio/video," 7,117 ",3.2
2019-4,Georgia,2019,12,Live audio/video," 7,201 ",3.3
2020-1,Georgia,2020,1,Live audio/video," 8,754 ",4.0
2020-1,Georgia,2020,2,Live audio/video," 8,594 ",3.9
2020-1,Georgia,2020,3,Live audio/video," 78,267 ",35.7
2020-2,Georgia,2020,4,Live audio/video," 291,207 ",130.1
2020-2,Georgia,2020,5,Live audio/video," 253,522 ",111.8
2020-2,Georgia,2020,6,Live audio/video," 222,280 ",97.0
2020-3,Georgia,2020,7,Live audio/video," 220,235 ",95.0
2020-3,Georgia,2020,8,Live audio/video," 212,681 ",90.7
2020-3,Georgia,2020,9,Live audio/video," 213,906 ",90.3
2020-4,Georgia,2020,10,Live audio/video," 212,850 ",89.0
2020-4,Georgia,2020,11,Live audio/video," 188,562 ",78.0
2020-4,Georgia,2020,12,Live audio/video," 205,429 ",84.1
2021-1,Georgia,2021,1,Live audio/video," 218,094 ",88.6
2021-1,Georgia,2021,2,Live audio/video," 211,254 ",85.3
2021-1,Georgia,2021,3,Live audio/video," 220,701 ",88.4
2021-2,Georgia,2021,4,Live audio/video," 195,894 ",78.0
2021-2,Georgia,2021,5,Live audio/video," 177,923 ",70.3
2021-2,Georgia,2021,6,Live audio/video," 171,634 ",67.4
2021-3,Georgia,2021,7,Live audio/video," 157,773 ",61.5
2021-3,Georgia,2021,8,Live audio/video," 179,875 ",69.5
2021-3,Georgia,2021,9,Live audio/video," 172,421 ",66.2
2021-4,Georgia,2021,10,Live audio/video," 161,561 ",61.7
2021-4,Georgia,2021,11,Live audio/video," 155,252 ",58.9
2021-4,Georgia,2021,12,Live audio/video," 154,182 ",58.0
2022-1,Georgia,2022,1,Live audio/video," 180,042 ",67.3
2022-1,Georgia,2022,2,Live audio/video," 159,974 ",59.5
2022-1,Georgia,2022,3,Live audio/video," 172,996 ",64.0
2022-2,Georgia,2022,4,Live audio/video," 150,832 ",55.6
2022-2,Georgia,2022,5,Live audio/video," 148,246 ",54.4
2022-2,Georgia,2022,6,Live audio/video," 145,888 ",53.2
2022-3,Georgia,2022,7,Live audio/video," 137,860 ",50.0
2022-3,Georgia,2022,8,Live audio/video," 154,656 ",55.8
2022-3,Georgia,2022,9,Live audio/video," 140,472 ",50.4
2022-4,Georgia,2022,10,Live audio/video," 139,147 ",49.6
2022-4,Georgia,2022,11,Live audio/video," 136,706 ",48.5
2022-4,Georgia,2022,12,Live audio/video," 130,050 ",45.9
2018-1,Hawaii,2018,1,Live audio/video, 923 ,2.5
2018-1,Hawaii,2018,2,Live audio/video, 820 ,2.3
2018-1,Hawaii,2018,3,Live audio/video, 841 ,2.3
